Site,Region,Year,yr,month,n_samples,As,Be,Cd,Cr,Mn,Ni,Pb,log_As,log_Be,log_Cd,log_Cr,log_Mn,log_Ni,log_Pb,Region_row_state
El_Cajon,SanDiego,85.08333333,85,2,2,3,0.25,1.5,,,,,0.477121255,-0.602059991,0.176091259,,,,,1536
El_Cajon,SanDiego,85.16666667,85,3,6,3.4,0.25,1,4,18,3,177,0.531478917,-0.602059991,0,0.602059991,1.255272505,0.477121255,2.247973266,1536
El_Cajon,SanDiego,85.25,85,4,7,2.8,0.25,0.8,2.5,12.5,1.5,98,0.447158031,-0.602059991,-0.096910013,0.397940009,1.096910013,0.176091259,1.991226076,1536
El_Cajon,SanDiego,85.33333333,85,5,8,2.2,0.25,0.9,3,19,3,97.66666667,0.342422681,-0.602059991,-0.045757491,0.477121255,1.278753601,0.477121255,1.989746366,1536
El_Cajon,SanDiego,85.41666667,85,6,4,2.25,0.25,0.625,3,33,2,135.5,0.352182518,-0.602059991,-0.204119983,0.477121255,1.51851394,0.301029996,2.131939295,1536
El_Cajon,SanDiego,85.5,85,7,2,,,,2.5,23,3,103,,,,0.397940009,1.361727836,0.477121255,2.012837225,1536
El_Cajon,SanDiego,85.58333333,85,8,7,1.1,0.01,0.4,3.666666667,27,3.666666667,88.66666667,0.041392685,-2,-0.397940009,0.56427143,1.431363764,0.56427143,1.947760382,1536
El_Cajon,SanDiego,85.66666667,85,9,6,0.625,0,0.5,1,7,1,30,-0.204119983,,-0.301029996,0,0.84509804,0,1.477121255,1536
El_Cajon,SanDiego,85.75,85,10,6,1.18,0.008,0.64,2.5,31,1,101.5,0.071882007,-2.096910013,-0.193820026,0.397940009,1.491361694,0,2.006466042,1536
El_Cajon,SanDiego,85.83333333,85,11,7,1.64,0,0.56,2.5,23.5,4.5,94.5,0.214843848,,-0.251811973,0.397940009,1.371067862,0.653212514,1.975431809,1536
El_Cajon,SanDiego,85.91666667,85,12,7,2.44,0.004,0.82,5.333333333,41.66666667,3,204.6666667,0.387389826,-2.397940009,-0.086186148,0.726998728,1.619788758,0.477121255,2.311047116,1536
El_Cajon,SanDiego,86,86,1,7,1.44,0,1.14,3,25.5,1.5,117.5,0.158362492,,0.056904851,0.477121255,1.40654018,0.176091259,2.070037867,1536
El_Cajon,SanDiego,86.08333333,86,2,6,1.14,0.008,0.74,3.5,35,5.5,153,0.056904851,-2.096910013,-0.13076828,0.544068044,1.544068044,0.740362689,2.184691431,1536
El_Cajon,SanDiego,86.16666667,86,3,7,1.02,0,0.54,2.666666667,20,2,75,0.008600172,,-0.26760624,0.425968732,1.301029996,0.301029996,1.875061263,1536
El_Cajon,SanDiego,86.25,86,4,7,0.58,0.008,0.38,2.5,20.5,2.5,71,-0.236572006,-2.096910013,-0.420216403,0.397940009,1.311753861,0.397940009,1.851258349,1536
El_Cajon,SanDiego,86.33333333,86,5,5,0.766666667,0.013333333,0.266666667,2.666666667,16.66666667,4,50.33333333,-0.115393419,-1.875061263,-0.574031268,0.425968732,1.22184875,0.602059991,1.701855693,1536
El_Cajon,SanDiego,86.41666667,86,6,7,0.75,0,0.15,3.333333333,24.33333333,3.333333333,81.66666667,-0.124938737,,-0.823908741,0.522878745,1.386201605,0.522878745,1.91204483,1536
El_Cajon,SanDiego,86.5,86,7,7,1.15,0.003333333,0.233333333,3,18,6,67,0.06069784,-2.477121255,-0.632023215,0.477121255,1.255272505,0.77815125,1.826074803,1536
El_Cajon,SanDiego,86.58333333,86,8,6,1.575,0,0.325,2.666666667,22.66666667,4,83.66666667,0.197280558,,-0.488116639,0.425968732,1.355387658,0.602059991,1.922552467,1536
El_Cajon,SanDiego,86.66666667,86,9,8,0.64,0.008,0.3,3,18.33333333,4,86,-0.193820026,-2.096910013,-0.522878745,0.477121255,1.263241435,0.602059991,1.934498451,1536
El_Cajon,SanDiego,86.75,86,10,5,0.78,0,0.56,4.5,36.5,5.5,183.5,-0.107905397,,-0.251811973,0.653212514,1.562292864,0.740362689,2.263636069,1536
El_Cajon,SanDiego,86.83333333,86,11,6,0.98,0,0.7,3.5,49,7.5,204,-0.008773924,,-0.15490196,0.544068044,1.69019608,0.875061263,2.309630167,1536
El_Cajon,SanDiego,86.91666667,86,12,7,2.55,0,0.8,4.666666667,46.33333333,3.333333333,244.6666667,0.40654018,,-0.096910013,0.669006781,1.665893546,0.522878745,2.388574805,1536
El_Cajon,SanDiego,87,87,1,6,2.425,0.01,0.725,3.5,37.5,3,196.5,0.384711743,-2,-0.139661993,0.544068044,1.574031268,0.477121255,2.293362555,1536
El_Cajon,SanDiego,87.08333333,87,2,6,1.7,0.005,0.55,3.166666667,23.66666667,3,102.3333333,0.230448921,-2.301029996,-0.259637311,0.500602351,1.374137094,0.477121255,2.010017121,1536
El_Cajon,SanDiego,87.16666667,87,3,7,0.88,0,0.44,2.333333333,21,2.5,90.66666667,-0.055517328,,-0.356547324,0.367976785,1.322219295,0.397940009,1.957447649,1536
El_Cajon,SanDiego,87.25,87,4,6,0.825,0.005,0.4,3,37.5,6.5,114.5,-0.083546051,-2.301029996,-0.397940009,0.477121255,1.574031268,0.812913357,2.058805487,1536
El_Cajon,SanDiego,87.33333333,87,5,8,0.766666667,0,0.3,2.333333333,18,3.333333333,48.33333333,-0.115393419,,-0.522878745,0.367976785,1.255272505,0.522878745,1.684246748,1536
El_Cajon,SanDiego,87.41666667,87,6,9,0.98,0.004,0.36,3.25,27.75,3.75,49.25,-0.008773924,-2.397940009,-0.443697499,0.511883361,1.443262987,0.574031268,1.692406235,1536
El_Cajon,SanDiego,87.5,87,7,6,0.74,0.008,0.14,1,15,4,46,-0.13076828,-2.096910013,-0.853871964,0,1.176091259,0.602059991,1.662757832,1536
El_Cajon,SanDiego,87.58333333,87,8,9,0.633333333,0.006666667,0.2,2.666666667,17,2.333333333,31.66666667,-0.198367654,-2.176091259,-0.698970004,0.425968732,1.230448921,0.367976785,1.500602351,1536
El_Cajon,SanDiego,87.66666667,87,9,8,1.32,0,0.44,2,21,3.666666667,71,0.120573931,,-0.356547324,0.301029996,1.322219295,0.56427143,1.851258349,1536
El_Cajon,SanDiego,87.75,87,10,8,1.3,0.004,0.44,3,28,3,91.66666667,0.113943352,-2.397940009,-0.356547324,0.477121255,1.447158031,0.477121255,1.962211439,1536
El_Cajon,SanDiego,87.83333333,87,11,7,0.86,0,0.5,3,35,4,127,-0.065501549,,-0.301029996,0.477121255,1.544068044,0.602059991,2.103803721,1536
El_Cajon,SanDiego,87.91666667,87,12,6,1.38,0,0.56,5,39,8,125,0.139879086,,-0.251811973,0.698970004,1.591064607,0.903089987,2.096910013,1536
El_Cajon,SanDiego,88,88,1,3,1.3,0,0.5,4,38,4,113,0.113943352,,-0.301029996,0.602059991,1.579783597,0.602059991,2.053078443,1536
El_Cajon,SanDiego,88.08333333,88,2,5,1.1,0,0.5,3.5,54.5,4,98.25,0.041392685,,-0.301029996,0.544068044,1.736396502,0.602059991,1.992332559,1536
El_Cajon,SanDiego,88.16666667,88,3,6,1.1,0,1,2.8,28.8,3.6,31.6,0.041392685,,0,0.447158031,1.459392488,0.556302501,1.499687083,1536
El_Cajon,SanDiego,88.25,88,4,5,,,,1.3,20.4,2.5,22.8,,,,0.113943352,1.309630167,0.397940009,1.357934847,1536
El_Cajon,SanDiego,88.33333333,88,5,5,,,,1.8,21,2.6,24.8,,,,0.255272505,1.322219295,0.414973348,1.394451681,1536
El_Cajon,SanDiego,88.41666667,88,6,6,0.4,0,0.2,1.1,14.6,1.3,14.2,-0.397940009,,-0.698970004,0.041392685,1.164352856,0.113943352,1.152288344,1536
El_Cajon,SanDiego,88.5,88,7,3,0.7,0,0.3,2,17,2,24,-0.15490196,,-0.522878745,0.301029996,1.230448921,0.301029996,1.380211242,1536
El_Cajon,SanDiego,88.58333333,88,8,6,0.6,0,0.2,3.166666667,26.5,3,26.66666667,-0.22184875,,-0.698970004,0.500602351,1.423245874,0.477121255,1.425968732,1536
El_Cajon,SanDiego,88.66666667,88,9,6,0.5,0,0.2,3.4,31.4,3.4,30.4,-0.301029996,,-0.698970004,0.531478917,1.496929648,0.531478917,1.482873584,1536
El_Cajon,SanDiego,88.75,88,10,7,1.8,0,0.6,2.333333333,32.5,3.666666667,36.5,0.255272505,,-0.22184875,0.367976785,1.511883361,0.56427143,1.562292864,1536
El_Cajon,SanDiego,88.83333333,88,11,5,1.7,0,0.7,1.625,22.25,3,39.25,0.230448921,,-0.15490196,0.210853365,1.347330015,0.477121255,1.593839661,1536
El_Cajon,SanDiego,88.91666667,88,12,6,2.9,0,0.8,1.7,21,1.8,42,0.462397998,,-0.096910013,0.230448921,1.322219295,0.255272505,1.62324929,1536
El_Cajon,SanDiego,89,89,1,4,1.7,0,0.7,2.666666667,25,4,52.66666667,0.230448921,,-0.15490196,0.425968732,1.397940009,0.602059991,1.721535832,1536
El_Cajon,SanDiego,89.08333333,89,2,6,0.8,0,0.5,2.5,23,3.7,33.4,-0.096910013,,-0.301029996,0.397940009,1.361727836,0.568201724,1.523746467,1536
El_Cajon,SanDiego,89.16666667,89,3,6,0.9,0,0.4,2.4,24,5,27.6,-0.045757491,,-0.397940009,0.380211242,1.380211242,0.698970004,1.440909082,1536
El_Cajon,SanDiego,89.25,89,4,6,0.4,0,0.3,2.4,26.2,3.2,23,-0.397940009,,-0.522878745,0.380211242,1.418301291,0.505149978,1.361727836,1536
El_Cajon,SanDiego,89.33333333,89,5,6,0.5,0,0.3,2.6,25.6,2.4,22,-0.301029996,,-0.522878745,0.414973348,1.408239965,0.380211242,1.342422681,1536
El_Cajon,SanDiego,89.41666667,89,6,6,0.2,0,0.2,3,29,6.2,27.8,-0.698970004,,-0.698970004,0.477121255,1.462397998,0.792391689,1.444044796,1536
El_Cajon,SanDiego,89.5,89,7,6,0.6,0,0.3,2.4,29,5.6,31,-0.22184875,,-0.522878745,0.380211242,1.462397998,0.748188027,1.491361694,1536
El_Cajon,SanDiego,89.58333333,89,8,6,0.6,0,0.3,2,23.2,2.9,18.8,-0.22184875,,-0.522878745,0.301029996,1.365487985,0.462397998,1.274157849,1536
El_Cajon,SanDiego,89.66666667,89,9,5,0.8,0,0.5,3,35.6,3,34,-0.096910013,,-0.301029996,0.477121255,1.551449998,0.477121255,1.531478917,1536
El_Cajon,SanDiego,89.75,89,10,6,1.1,0.02,0.4,3.166666667,32.33333333,3.666666667,32.66666667,0.041392685,-1.698970004,-0.397940009,0.500602351,1.50965048,0.56427143,1.514104821,1536
El_Cajon,SanDiego,89.83333333,89,11,6,1.4,0.02,0.5,3.8,40.2,6.2,43,0.146128036,-1.698970004,-0.301029996,0.579783597,1.604226053,0.792391689,1.633468456,1536
El_Cajon,SanDiego,89.91666667,89,12,6,2,0.02,0.7,4.4,54.6,5.6,59,0.301029996,-1.698970004,-0.15490196,0.643452676,1.737192643,0.748188027,1.770852012,1536
El_Cajon,SanDiego,90,90,1,5,1.4,0.025,0.75,2.166666667,30,3.166666667,32.66666667,0.146128036,-1.602059991,-0.124938737,0.335792102,1.477121255,0.500602351,1.514104821,1536
El_Cajon,SanDiego,90.08333333,90,2,5,1.166666667,0.013333333,0.433333333,3.5,29.5,4,47,0.06694679,-1.875061263,-0.363177902,0.544068044,1.469822016,0.602059991,1.672097858,1536
El_Cajon,SanDiego,90.16666667,90,3,5,0.45,0.02,0.25,2.333333333,26.33333333,3.333333333,30.33333333,-0.346787486,-1.698970004,-0.602059991,0.367976785,1.420505837,0.522878745,1.481920138,1536
El_Cajon,SanDiego,90.25,90,4,4,0.2,0,0.2,2.5,22,4,18,-0.698970004,,-0.698970004,0.397940009,1.342422681,0.602059991,1.255272505,1536
El_Cajon,SanDiego,90.33333333,90,5,5,0.4,0.02,0.15,2.666666667,25.33333333,2.5,17.33333333,-0.397940009,-1.698970004,-0.823908741,0.425968732,1.403692338,0.397940009,1.238882089,1536
El_Cajon,SanDiego,90.41666667,90,6,5,0.5,0.02,0.4,1.25,12,2,9.5,-0.301029996,-1.698970004,-0.397940009,0.096910013,1.079181246,0.301029996,0.977723605,1536
El_Cajon,SanDiego,90.5,90,7,3,0.533333333,0.023333333,0.133333333,2.5,22,3.5,15,-0.273001272,-1.632023215,-0.875061263,0.397940009,1.342422681,0.544068044,1.176091259,1536
El_Cajon,SanDiego,90.58333333,90,8,3,0.7,0.03,0.1,2.666666667,27,3.666666667,15,-0.15490196,-1.522878745,-1,0.425968732,1.431363764,0.56427143,1.176091259,1536
El_Cajon,SanDiego,90.66666667,90,9,3,1.166666667,0.013333333,0.166666667,3,36,8,24.33333333,0.06694679,-1.875061263,-0.77815125,0.477121255,1.556302501,0.903089987,1.386201605,1536
El_Cajon,SanDiego,90.75,90,10,2,1.45,0.04,0.2,3,44,3,21,0.161368002,-1.397940009,-0.698970004,0.477121255,1.643452676,0.477121255,1.322219295,1536
El_Cajon,SanDiego,90.83333333,90,11,4,1.3,0.023333333,0.333333333,3,46.5,15,54.5,0.113943352,-1.632023215,-0.477121255,0.477121255,1.667452953,1.176091259,1.736396502,1536
El_Cajon,SanDiego,90.91666667,90,12,4,0.9,0.01,0.633333333,2.75,32.25,1.75,45.25,-0.045757491,-2,-0.198367654,0.439332694,1.508529719,0.243038049,1.655618584,1536
El_Cajon,SanDiego,91,91,1,2,0.9,0,0.75,2,31.5,3.5,70,-0.045757491,,-0.124938737,0.301029996,1.498310554,0.544068044,1.84509804,1536
El_Cajon,SanDiego,91.08333333,91,2,2,0.35,0,0.3,3.5,25.5,3,75,-0.455931956,,-0.522878745,0.544068044,1.40654018,0.477121255,1.875061263,1536
El_Cajon,SanDiego,91.16666667,91,3,4,0.266666667,0,0.333333333,1.333333333,16.66666667,1.666666667,20.66666667,-0.574031268,,-0.477121255,0.124938737,1.22184875,0.22184875,1.315270435,1536
El_Cajon,SanDiego,91.25,91,4,4,0.4,0,0.266666667,2.333333333,29.33333333,3.333333333,13.33333333,-0.397940009,,-0.574031268,0.367976785,1.467361417,0.522878745,1.124938737,1536
El_Cajon,SanDiego,91.33333333,91,5,2,0.2,0,0.25,2,27.5,3.5,16,-0.698970004,,-0.602059991,0.301029996,1.439332694,0.544068044,1.204119983,1536
El_Cajon,SanDiego,91.41666667,91,6,4,0.2,0,0.2,2.333333333,27.33333333,11.66666667,14.66666667,-0.698970004,,-0.698970004,0.367976785,1.436692598,1.06694679,1.166331422,1536
El_Cajon,SanDiego,91.5,91,7,3,0.2,0,0.3,5.5,142.5,50.5,114.5,-0.698970004,,-0.522878745,0.740362689,2.153814864,1.703291378,2.058805487,1536
El_Cajon,SanDiego,91.58333333,91,8,4,0.2,0,0.1,1,19.66666667,2,24.66666667,-0.698970004,,-1,0,1.293730757,0.301029996,1.392110465,1536
El_Cajon,SanDiego,91.66666667,91,9,2,0.2,0,0.2,2,20,6.5,17,-0.698970004,,-0.698970004,0.301029996,1.301029996,0.812913357,1.230448921,1536
El_Cajon,SanDiego,91.75,91,10,3,,,,2.666666667,24.33333333,3.333333333,15,,,,0.425968732,1.386201605,0.522878745,1.176091259,1536
El_Cajon,SanDiego,91.83333333,91,11,2,,,,3,26,3,22.5,,,,0.477121255,1.414973348,0.477121255,1.352182518,1536
El_Cajon,SanDiego,91.91666667,91,12,4,,,,1.75,18.75,3.5,22.75,,,,0.243038049,1.273001272,0.544068044,1.356981401,1536
El_Cajon,SanDiego,92,92,1,3,,,,2,15.33333333,2.333333333,15.66666667,,,,0.301029996,1.185636577,0.367976785,1.194976603,1536
El_Cajon,SanDiego,92.08333333,92,2,2,,,,1.5,9.5,1,5.5,,,,0.176091259,0.977723605,0,0.740362689,1536
El_Cajon,SanDiego,92.16666667,92,3,3,,,,1.666666667,15.66666667,1.333333333,8.666666667,,,,0.22184875,1.194976603,0.124938737,0.937852093,1536
El_Cajon,SanDiego,92.25,92,4,2,,,,3,28,4,13.5,,,,0.477121255,1.447158031,0.602059991,1.130333768,1536
El_Cajon,SanDiego,92.33333333,92,5,4,,,,3,19.33333333,4.333333333,10,,,,0.477121255,1.286306739,0.636822098,1,1536
El_Cajon,SanDiego,92.41666667,92,6,3,,,,3.5,23,4,10,,,,0.544068044,1.361727836,0.602059991,1,1536
El_Cajon,SanDiego,92.5,92,7,3,,,,1,15,1,8,,,,0,1.176091259,0,0.903089987,1536
El_Cajon,SanDiego,92.58333333,92,8,2,,,,1,13,6,6,,,,0,1.113943352,0.77815125,0.77815125,1536
El_Cajon,SanDiego,92.66666667,92,9,3,,,,4.333333333,28,3.333333333,13.66666667,,,,0.636822098,1.447158031,0.522878745,1.135662602,1536
El_Cajon,SanDiego,92.75,92,10,2,,,,5.5,43.5,7,17,,,,0.740362689,1.638489257,0.84509804,1.230448921,1536
El_Cajon,SanDiego,92.83333333,92,11,3,,,,3.333333333,23,3,23.33333333,,,,0.522878745,1.361727836,0.477121255,1.367976785,1536
El_Cajon,SanDiego,92.91666667,92,12,2,,,,1,8,1,16,,,,0,0.903089987,0,1.204119983,1536
El_Cajon,SanDiego,93,93,1,3,1.066666667,0,0.423333333,2.333333333,14.66666667,3,16,0.028028724,,-0.373317534,0.367976785,1.166331422,0.477121255,1.204119983,1536
El_Cajon,SanDiego,93.08333333,93,2,2,0.85,0,0.32,2,15.5,2.5,14.5,-0.070581074,,-0.494850022,0.301029996,1.190331698,0.397940009,1.161368002,1536
El_Cajon,SanDiego,93.16666667,93,3,3,0.533333333,0,0.19,1,7,2.5,3,-0.273001272,,-0.721246399,0,0.84509804,0.397940009,0.477121255,1536
El_Cajon,SanDiego,93.25,93,4,2,0.35,0,0.21,4,25,3.5,12,-0.455931956,,-0.677780705,0.602059991,1.397940009,0.544068044,1.079181246,1536
El_Cajon,SanDiego,93.33333333,93,5,3,0.5,0.013333333,0.176666667,4.333333333,27,3.666666667,7,-0.301029996,-1.875061263,-0.752845385,0.636822098,1.431363764,0.56427143,0.84509804,1536
El_Cajon,SanDiego,93.41666667,93,6,3,0.3,0,0.24,1,8.5,2.5,4.5,-0.522878745,,-0.619788758,0,0.929418926,0.397940009,0.653212514,1536
El_Cajon,SanDiego,93.5,93,7,2,0.1,0,0.115,1.5,12,4,5.5,-1,,-0.93930216,0.176091259,1.079181246,0.602059991,0.740362689,1536
El_Cajon,SanDiego,93.58333333,93,8,3,0.366666667,0.006666667,0.153333333,2.666666667,17,8.666666667,7.666666667,-0.43572857,-2.176091259,-0.814363423,0.425968732,1.230448921,0.937852093,0.884606581,1536
El_Cajon,SanDiego,93.66666667,93,9,2,0.55,0,0.22,6,34,6.5,13,-0.259637311,,-0.657577319,0.77815125,1.531478917,0.812913357,1.113943352,1536
El_Cajon,SanDiego,93.75,93,10,3,0.8,0.01,0.553333333,3.333333333,33.33333333,5.333333333,17.33333333,-0.096910013,-2,-0.257013167,0.522878745,1.522878745,0.726998728,1.238882089,1536
El_Cajon,SanDiego,93.83333333,93,11,2,1.2,0.01,0.395,3,26,5,17.5,0.079181246,-2,-0.403402904,0.477121255,1.414973348,0.698970004,1.243038049,1536
El_Cajon,SanDiego,93.91666667,93,12,4,1.1,0.005,0.395,2,18.66666667,3.333333333,16.33333333,0.041392685,-2.301029996,-0.403402904,0.301029996,1.271066772,0.522878745,1.213074825,1536
El_Cajon,SanDiego,94,94,1,2,1.1,,0.57,6,35,9.5,22.5,0.041392685,,-0.244125144,0.77815125,1.544068044,0.977723605,1.352182518,1536
El_Cajon,SanDiego,94.08333333,94,2,3,0.8,,0.273333333,2.333333333,14.66666667,2.333333333,12,-0.096910013,,-0.563307402,0.367976785,1.166331422,0.367976785,1.079181246,1536
El_Cajon,SanDiego,94.16666667,94,3,3,0.5,,0.15,1,10.5,3.5,4.5,-0.301029996,,-0.823908741,0,1.021189299,0.544068044,0.653212514,1536
El_Cajon,SanDiego,94.25,94,4,3,0.466666667,,0.13,2.333333333,12.66666667,3.666666667,5.666666667,-0.330993219,,-0.886056648,0.367976785,1.102662342,0.56427143,0.753327667,1536
El_Cajon,SanDiego,94.33333333,94,5,2,0.4,,0.115,2,13.5,1.5,4,-0.397940009,,-0.93930216,0.301029996,1.130333768,0.176091259,0.602059991,1536
El_Cajon,SanDiego,94.41666667,94,6,3,0.466666667,,0.173333333,2,24.5,6.5,8,-0.330993219,,-0.761117911,0.301029996,1.389166084,0.812913357,0.903089987,1536
El_Cajon,SanDiego,94.5,94,7,5,0.333333333,,0.186666667,1.75,17,6.5,7,-0.477121255,,-0.728933228,0.243038049,1.230448921,0.812913357,0.84509804,1536
El_Cajon,SanDiego,94.58333333,94,8,5,0.6,,0.232,4.5,23,7,9,-0.22184875,,-0.634512015,0.653212514,1.361727836,0.84509804,0.954242509,1536
El_Cajon,SanDiego,94.66666667,94,9,5,0.58,,0.156,4.333333333,25.33333333,4,8.333333333,-0.236572006,,-0.806875402,0.636822098,1.403692338,0.602059991,0.920818754,1536
El_Cajon,SanDiego,94.75,94,10,2,1.4,,0.38,3,17,3,11,0.146128036,,-0.420216403,0.477121255,1.230448921,0.477121255,1.041392685,1536
El_Cajon,SanDiego,94.83333333,94,11,3,1.3,,0.51,2,16.66666667,2,10.33333333,0.113943352,,-0.292429824,0.301029996,1.22184875,0.301029996,1.014240439,1536
El_Cajon,SanDiego,94.91666667,94,12,1,3,,0.67,,,,,0.477121255,,-0.173925197,,,,,1536
El_Cajon,SanDiego,95,95,1,3,0.6,,0.223333333,,,,,-0.22184875,,-0.651046452,,,,,1536
El_Cajon,SanDiego,95.08333333,95,2,2,0.55,,0.27,3,16,13.5,9.5,-0.259637311,,-0.568636236,0.477121255,1.204119983,1.130333768,0.977723605,1536
El_Cajon,SanDiego,95.16666667,95,3,7,0.566666667,,0.213333333,1.666666667,12,4,8,-0.246672333,,-0.670941281,0.22184875,1.079181246,0.602059991,0.903089987,1536
El_Cajon,SanDiego,95.25,95,4,2,0.75,,0.19,1,13,1.5,4.5,-0.124938737,,-0.721246399,0,1.113943352,0.176091259,0.653212514,1536
El_Cajon,SanDiego,95.33333333,95,5,5,0.533333333,,0.183333333,2.333333333,24.33333333,4,6.666666667,-0.273001272,,-0.736758565,0.367976785,1.386201605,0.602059991,0.823908741,1536
El_Cajon,SanDiego,95.41666667,95,6,3,0.733333333,,0.153333333,2.5,28.5,3,6.5,-0.134698574,,-0.814363423,0.397940009,1.45484486,0.477121255,0.812913357,1536
El_Cajon,SanDiego,95.5,95,7,4,0.466666667,,0.256666667,2,21,5.666666667,8.333333333,-0.330993219,,-0.59063053,0.301029996,1.322219295,0.753327667,0.920818754,1536
El_Cajon,SanDiego,95.58333333,95,8,3,0.433333333,,0.17,3.333333333,26.33333333,2.333333333,7.666666667,-0.363177902,,-0.769551079,0.522878745,1.420505837,0.367976785,0.884606581,1536
El_Cajon,SanDiego,95.66666667,95,9,2,0.45,,0.275,2,30.5,2,3.5,-0.346787486,,-0.560667306,0.301029996,1.484299839,0.301029996,0.544068044,1536
El_Cajon,SanDiego,95.75,95,10,4,0.775,,0.28,4.333333333,39.33333333,2.666666667,9,-0.110698297,,-0.552841969,0.636822098,1.594760753,0.425968732,0.954242509,1536
El_Cajon,SanDiego,95.83333333,95,11,2,1.95,,0.365,3,23.5,3,14,0.290034611,,-0.437707136,0.477121255,1.371067862,0.477121255,1.146128036,1536
El_Cajon,SanDiego,95.91666667,95,12,3,2.266666667,,0.536666667,9,58.5,6.5,48.5,0.355387658,,-0.270295379,0.954242509,1.767155866,0.812913357,1.685741739,1536
El_Cajon,SanDiego,96,96,1,3,1.3,,0.303333333,4,25.5,5.5,14,0.113943352,,-0.518079862,0.602059991,1.40654018,0.740362689,1.146128036,1536
El_Cajon,SanDiego,96.08333333,96,2,3,1.233333333,,0.23,3.5,24.5,3.5,11.5,0.091080469,,-0.638272164,0.544068044,1.389166084,0.544068044,1.06069784,1536
El_Cajon,SanDiego,96.16666667,96,3,2,0.5,,0.16,1,13,5,7.5,-0.301029996,,-0.795880017,0,1.113943352,0.698970004,0.875061263,1536
El_Cajon,SanDiego,96.25,96,4,3,,,,3,31,5.5,9,,,,0.477121255,1.491361694,0.740362689,0.954242509,1536
El_Cajon,SanDiego,96.33333333,96,5,2,,,,2,25.5,4,8.5,,,,0.301029996,1.40654018,0.602059991,0.929418926,1536
El_Cajon,SanDiego,96.41666667,96,6,3,,,,2,20.33333333,3,5.333333333,,,,0.301029996,1.30820858,0.477121255,0.726998728,1536
Fremont,Bay_Area,85,85,1,6,1.083333333,0.25,1.083333333,,,,,0.034762106,-0.602059991,0.034762106,,,,,1280
Fremont,Bay_Area,85.08333333,85,2,4,0.5,0.25,1.375,,,,,-0.301029996,-0.602059991,0.138302698,,,,,1280
Fremont,Bay_Area,85.16666667,85,3,5,0.5,0.25,1.8,,,,,-0.301029996,-0.602059991,0.255272505,,,,,1280
Fremont,Bay_Area,85.25,85,4,5,1.7,0.25,0.5,,,,,0.230448921,-0.602059991,-0.301029996,,,,,1280
Fremont,Bay_Area,85.33333333,85,5,6,1.25,0.25,0.5,,,,,0.096910013,-0.602059991,-0.301029996,,,,,1280
Fremont,Bay_Area,85.41666667,85,6,5,2.4,0.25,4.4,,,,,0.380211242,-0.602059991,0.643452676,,,,,1280
Fremont,Bay_Area,85.5,85,7,5,0.48,0,1.4,6.4,17.8,3.8,55,-0.318758763,,0.146128036,0.806179974,1.250420002,0.579783597,1.740362689,1280
Fremont,Bay_Area,85.58333333,85,8,5,0.38,0,1.4,5.2,17.6,3.2,57.2,-0.420216403,,0.146128036,0.716003344,1.245512668,0.505149978,1.757396029,1280
Fremont,Bay_Area,85.66666667,85,9,5,0.56,0,1.54,6,21,4,52,-0.251811973,,0.187520721,0.77815125,1.322219295,0.602059991,1.716003344,1280
Fremont,Bay_Area,85.75,85,10,5,1.08,0.004,1.8,2,8.5,1.5,43.5,0.033423755,-2.397940009,0.255272505,0.301029996,0.929418926,0.176091259,1.638489257,1280
Fremont,Bay_Area,85.83333333,85,11,5,1.38,0,1.32,2.8,12.2,1.7,68,0.139879086,,0.120573931,0.447158031,1.086359831,0.230448921,1.832508913,1280
Fremont,Bay_Area,85.91666667,85,12,6,1.48,0,1.82,2.4,7.8,1.6,39.4,0.170261715,,0.260071388,0.380211242,0.892094603,0.204119983,1.595496222,1280
Fremont,Bay_Area,86,86,1,5,0.96,0,1.14,2.6,7.8,2,44,-0.017728767,,0.056904851,0.414973348,0.892094603,0.301029996,1.643452676,1280
Fremont,Bay_Area,86.08333333,86,2,5,1.78,0,2.04,,,,,0.250420002,,0.309630167,,,,,1280
Fremont,Bay_Area,86.16666667,86,3,5,1.12,0.008,2.28,4,14.8,2.6,57.2,0.049218023,-2.096910013,0.357934847,0.602059991,1.170261715,0.414973348,1.757396029,1280
Fremont,Bay_Area,86.25,86,4,10,0.62,0,0.88,2.8,11.4,2.4,58,-0.207608311,,-0.055517328,0.447158031,1.056904851,0.380211242,1.763427994,1280
Fremont,Bay_Area,86.33333333,86,5,9,0.36,0,1.52,2,8.25,2,30.25,-0.443697499,,0.181843588,0.301029996,0.916453949,0.301029996,1.480725379,1280
Fremont,Bay_Area,86.41666667,86,6,9,0.4,0,4.06,3.75,13.75,3.25,42.5,-0.397940009,,0.608526034,0.574031268,1.138302698,0.511883361,1.62838893,1280
Fremont,Bay_Area,86.5,86,7,8,0.35,0,1.3,5.2,17.4,4.4,54,-0.455931956,,0.113943352,0.716003344,1.240549248,0.643452676,1.73239376,1280
Fremont,Bay_Area,86.58333333,86,8,10,0.46,0,0.52,4.4,15.6,5.4,39,-0.337242168,,-0.283996656,0.643452676,1.193124598,0.73239376,1.591064607,1280
Fremont,Bay_Area,86.66666667,86,9,5,0.4,0.005,1.25,4.4,19,3.8,52.6,-0.397940009,-2.301029996,0.096910013,0.643452676,1.278753601,0.579783597,1.720985744,1280
