Site,Region,Year,yr,month,n_samples,As,Be,Cd,Cr,Mn,Ni,Pb,log_As,log_Be,log_Cd,log_Cr,log_Mn,log_Ni,log_Pb,Region_row_state
ChulaVista,SanDiego,88.91666667,88,12,6,1.4,0,0.5,1.4,23.2,3.6,60.2,0.146128036,,-0.301029996,0.146128036,1.365487985,0.556302501,1.779596491,1536
ChulaVista,SanDiego,89,89,1,6,1.2,0,0.6,1.4,14.8,4.6,49.2,0.079181246,,-0.22184875,0.146128036,1.170261715,0.662757832,1.691965103,1536
ChulaVista,SanDiego,89.08333333,89,2,6,0.8,0,0.6,1.6,13.6,3.4,38.8,-0.096910013,,-0.22184875,0.204119983,1.133538908,0.531478917,1.588831726,1536
ChulaVista,SanDiego,89.16666667,89,3,6,0.6,0,0.5,1.6,13.6,4.2,45,-0.22184875,,-0.301029996,0.204119983,1.133538908,0.62324929,1.653212514,1536
ChulaVista,SanDiego,89.25,89,4,6,0.7,0,0.4,2,15.2,5,41.6,-0.15490196,,-0.397940009,0.301029996,1.181843588,0.698970004,1.619093331,1536
ChulaVista,SanDiego,89.33333333,89,5,6,0.2,0,0.3,1.8,11.2,5.6,18.8,-0.698970004,,-0.522878745,0.255272505,1.049218023,0.748188027,1.274157849,1536
ChulaVista,SanDiego,89.41666667,89,6,6,0.2,0,0.4,1.4,13.6,9.8,25.4,-0.698970004,,-0.397940009,0.146128036,1.133538908,0.991226076,1.404833717,1536
ChulaVista,SanDiego,89.5,89,7,5,0.2,0,0.3,1.125,11.5,9.5,24.25,-0.698970004,,-0.522878745,0.051152522,1.06069784,0.977723605,1.384711743,1536
ChulaVista,SanDiego,89.58333333,89,8,5,0.2,0,0.2,1,8.75,2,14,-0.698970004,,-0.698970004,0,0.942008053,0.301029996,1.146128036,1536
ChulaVista,SanDiego,89.66666667,89,9,5,0.6,0,0.4,2.8,26.6,3.2,38.2,-0.22184875,,-0.397940009,0.447158031,1.424881637,0.505149978,1.582063363,1536
ChulaVista,SanDiego,89.75,89,10,6,0.7,0,0.5,1.25,15.16666667,4.5,38.33333333,-0.15490196,,-0.301029996,0.096910013,1.180890142,0.653212514,1.583576586,1536
ChulaVista,SanDiego,89.83333333,89,11,6,1,0.02,0.6,2.2,20.6,7.4,57.6,0,-1.698970004,-0.22184875,0.342422681,1.31386722,0.86923172,1.760422483,1536
ChulaVista,SanDiego,89.91666667,89,12,5,1.7,0.03,0.9,4.75,53.5,7,83.25,0.230448921,-1.522878745,-0.045757491,0.67669361,1.728353782,0.84509804,1.920384242,1536
ChulaVista,SanDiego,90,90,1,5,1,0.02,0.6,1.5,14.66666667,5.666666667,39,0,-1.698970004,-0.22184875,0.176091259,1.166331422,0.753327667,1.591064607,1536
ChulaVista,SanDiego,90.08333333,90,2,5,0.733333333,0.02,0.366666667,4,25,5,78,-0.134698574,-1.698970004,-0.43572857,0.602059991,1.397940009,0.698970004,1.892094603,1536
ChulaVista,SanDiego,90.16666667,90,3,5,0.35,0.02,0.3,2.333333333,15.66666667,4,68,-0.455931956,-1.698970004,-0.522878745,0.367976785,1.194976603,0.602059991,1.832508913,1536
ChulaVista,SanDiego,90.25,90,4,5,0.4,0.006666667,0.366666667,1.75,11,4.5,35.5,-0.397940009,-2.176091259,-0.43572857,0.243038049,1.041392685,0.653212514,1.550228353,1536
ChulaVista,SanDiego,90.33333333,90,5,4,0.3,0.01,0.3,2.5,7,1.5,13,-0.522878745,-2,-0.522878745,0.397940009,0.84509804,0.176091259,1.113943352,1536
ChulaVista,SanDiego,90.41666667,90,6,4,0.55,0.02,0.3,1.75,8,2,9.5,-0.259637311,-1.698970004,-0.522878745,0.243038049,0.903089987,0.301029996,0.977723605,1536
ChulaVista,SanDiego,90.5,90,7,5,0.5,0.0175,0.175,2,12.33333333,3,15.33333333,-0.301029996,-1.756961951,-0.756961951,0.301029996,1.091080469,0.477121255,1.185636577,1536
ChulaVista,SanDiego,90.58333333,90,8,2,0.85,0.04,0.15,1.5,19,4,15.5,-0.070581074,-1.397940009,-0.823908741,0.176091259,1.278753601,0.602059991,1.190331698,1536
ChulaVista,SanDiego,90.66666667,90,9,3,0.6,0.023333333,0.2,2.333333333,16,7,29,-0.22184875,-1.632023215,-0.698970004,0.367976785,1.204119983,0.84509804,1.462397998,1536
ChulaVista,SanDiego,90.75,90,10,3,0.9,0.025,0.3,3.5,34.5,9,52.5,-0.045757491,-1.602059991,-0.522878745,0.544068044,1.537819095,0.954242509,1.720159303,1536
ChulaVista,SanDiego,90.83333333,90,11,3,0.766666667,0,0.7,2,20.66666667,8.333333333,109.6666667,-0.115393419,,-0.15490196,0.301029996,1.315270435,0.920818754,2.040074643,1536
ChulaVista,SanDiego,90.91666667,90,12,3,0.7,0.01,0.633333333,1,18.33333333,2.333333333,55.33333333,-0.15490196,-2,-0.198367654,0,1.263241435,0.367976785,1.742986833,1536
ChulaVista,SanDiego,91,91,1,2,0.7,0,0.85,3,20.5,8.5,95.5,-0.15490196,,-0.070581074,0.477121255,1.311753861,0.929418926,1.980003372,1536
ChulaVista,SanDiego,91.08333333,91,2,2,0.2,0,0.45,1,8,6,29,-0.698970004,,-0.346787486,0,0.903089987,0.77815125,1.462397998,1536
ChulaVista,SanDiego,91.16666667,91,3,3,0.333333333,0,0.233333333,1,6,1.666666667,9.666666667,-0.477121255,,-0.632023215,0,0.77815125,0.22184875,0.985276743,1536
ChulaVista,SanDiego,91.25,91,4,3,0.2,0,0.333333333,1.333333333,15.33333333,10.66666667,39.33333333,-0.698970004,,-0.477121255,0.124938737,1.185636577,1.028028724,1.594760753,1536
ChulaVista,SanDiego,91.33333333,91,5,3,0.2,0,0.1,1,11.5,2.5,12,-0.698970004,,-1,0,1.06069784,0.397940009,1.079181246,1536
ChulaVista,SanDiego,91.41666667,91,6,4,0.266666667,0,0.233333333,1,9.333333333,5.333333333,5,-0.574031268,,-0.632023215,0,0.970036777,0.726998728,0.698970004,1536
ChulaVista,SanDiego,91.5,91,7,2,0.2,0,0.2,1,11.5,2,22.5,-0.698970004,,-0.698970004,0,1.06069784,0.301029996,1.352182518,1536
ChulaVista,SanDiego,91.58333333,91,8,4,0.2,0,0.166666667,1,8.666666667,1.666666667,9.666666667,-0.698970004,,-0.77815125,0,0.937852093,0.22184875,0.985276743,1536
ChulaVista,SanDiego,91.66666667,91,9,2,0.2,0,0.35,1,10,7.5,23,-0.698970004,,-0.455931956,0,1,0.875061263,1.361727836,1536
ChulaVista,SanDiego,91.75,91,10,3,,,,2,12.66666667,4.666666667,15,,,,0.301029996,1.102662342,0.669006781,1.176091259,1536
ChulaVista,SanDiego,91.83333333,91,11,2,,,,2,17.5,4,50,,,,0.301029996,1.243038049,0.602059991,1.698970004,1536
ChulaVista,SanDiego,91.91666667,91,12,2,,,,2.5,22,3.5,31,,,,0.397940009,1.342422681,0.544068044,1.491361694,1536
ChulaVista,SanDiego,92,92,1,3,,,,1,10.66666667,1.333333333,27.66666667,,,,0,1.028028724,0.124938737,1.441956838,1536
ChulaVista,SanDiego,92.08333333,92,2,2,,,,1,11,1.5,52.5,,,,0,1.041392685,0.176091259,1.720159303,1536
ChulaVista,SanDiego,92.16666667,92,3,4,,,,1,7,2,29.33333333,,,,0,0.84509804,0.301029996,1.467361417,1536
ChulaVista,SanDiego,92.25,92,4,2,,,,1.5,11.5,4,11,,,,0.176091259,1.06069784,0.602059991,1.041392685,1536
ChulaVista,SanDiego,92.33333333,92,5,3,,,,1,9.666666667,2.666666667,6,,,,0,0.985276743,0.425968732,0.77815125,1536
ChulaVista,SanDiego,92.41666667,92,6,1,,,,1,6,1,2,,,,0,0.77815125,0,0.301029996,1536
ChulaVista,SanDiego,92.5,92,7,3,,,,1.333333333,11.66666667,3.333333333,9.666666667,,,,0.124938737,1.06694679,0.522878745,0.985276743,1536
ChulaVista,SanDiego,92.58333333,92,8,2,,,,1,11,15,5,,,,0,1.041392685,1.176091259,0.698970004,1536
ChulaVista,SanDiego,92.66666667,92,9,3,,,,2.666666667,13.33333333,3.333333333,12.66666667,,,,0.425968732,1.124938737,0.522878745,1.102662342,1536
ChulaVista,SanDiego,92.75,92,10,2,,,,2,15,4,28,,,,0.301029996,1.176091259,0.602059991,1.447158031,1536
ChulaVista,SanDiego,92.83333333,92,11,2,,,,2.5,18.5,4.5,39,,,,0.397940009,1.267171728,0.653212514,1.591064607,1536
ChulaVista,SanDiego,92.91666667,92,12,2,,,,1.5,8,1,11.5,,,,0.176091259,0.903089987,0,1.06069784,1536
ChulaVista,SanDiego,93,93,1,3,0.633333333,0,0.283333333,1.666666667,8.666666667,3.666666667,14.66666667,-0.198367654,,-0.547702329,0.22184875,0.937852093,0.56427143,1.166331422,1536
ChulaVista,SanDiego,93.08333333,93,2,2,0.6,0.01,0.34,3,23,5,22.5,-0.22184875,-2,-0.468521083,0.477121255,1.361727836,0.698970004,1.352182518,1536
ChulaVista,SanDiego,93.16666667,93,3,4,0.7,0,0.2,1.666666667,9.333333333,4.333333333,10.33333333,-0.15490196,,-0.698970004,0.22184875,0.970036777,0.636822098,1.014240439,1536
ChulaVista,SanDiego,93.25,93,4,2,,,,3,17,2,13,,,,0.477121255,1.230448921,0.301029996,1.113943352,1536
ChulaVista,SanDiego,93.33333333,93,5,3,0.433333333,0.006666667,0.213333333,1.333333333,10.33333333,2.666666667,6.666666667,-0.363177902,-2.176091259,-0.670941281,0.124938737,1.014240439,0.425968732,0.823908741,1536
ChulaVista,SanDiego,93.41666667,93,6,4,0.2,0,0.14,1.333333333,6,5.333333333,3.333333333,-0.698970004,,-0.853871964,0.124938737,0.77815125,0.726998728,0.522878745,1536
ChulaVista,SanDiego,93.5,93,7,2,0.15,0,0.16,1,6,4,2,-0.823908741,,-0.795880017,0,0.77815125,0.602059991,0.301029996,1536
ChulaVista,SanDiego,93.58333333,93,8,3,0.4,0,0.176666667,1,8.666666667,9.333333333,3,-0.397940009,,-0.752845385,0,0.937852093,0.970036777,0.477121255,1536
ChulaVista,SanDiego,93.66666667,93,9,2,0.6,0,0.35,4.5,20,10.5,12,-0.22184875,,-0.455931956,0.653212514,1.301029996,1.021189299,1.079181246,1536
ChulaVista,SanDiego,93.75,93,10,3,0.7,0.013333333,0.496666667,2,7,14,4,-0.15490196,-1.875061263,-0.303934986,0.301029996,0.84509804,1.146128036,0.602059991,1536
ChulaVista,SanDiego,93.83333333,93,11,2,0.7,0.01,0.455,4,25,6,23,-0.15490196,-2,-0.341988603,0.602059991,1.397940009,0.77815125,1.361727836,1536
ChulaVista,SanDiego,93.91666667,93,12,4,0.5,0.01,0.26,1.666666667,10.33333333,4.666666667,10.33333333,-0.301029996,-2,-0.585026652,0.22184875,1.014240439,0.669006781,1.014240439,1536
ChulaVista,SanDiego,94,94,1,3,0.75,,0.53,3.5,21.5,8.5,27.5,-0.124938737,,-0.27572413,0.544068044,1.33243846,0.929418926,1.439332694,1536
ChulaVista,SanDiego,94.08333333,94,2,3,0.633333333,,0.226666667,2,9.666666667,4.333333333,13.33333333,-0.198367654,,-0.644612342,0.301029996,0.985276743,0.636822098,1.124938737,1536
ChulaVista,SanDiego,94.16666667,94,3,3,0.5,,0.2,2,11.5,1,9.5,-0.301029996,,-0.698970004,0.301029996,1.06069784,0,0.977723605,1536
ChulaVista,SanDiego,94.25,94,4,6,0.4,,0.13,1.333333333,9.333333333,7,9,-0.397940009,,-0.886056648,0.124938737,0.970036777,0.84509804,0.954242509,1536
ChulaVista,SanDiego,94.33333333,94,5,2,0.35,,0.13,1,6.5,2.5,9.5,-0.455931956,,-0.886056648,0,0.812913357,0.397940009,0.977723605,1536
ChulaVista,SanDiego,94.41666667,94,6,3,0.466666667,,0.18,2.333333333,12.66666667,16.33333333,9,-0.330993219,,-0.744727495,0.367976785,1.102662342,1.213074825,0.954242509,1536
ChulaVista,SanDiego,94.5,94,7,3,0.3,,0.123333333,1,6,3,2,-0.522878745,,-0.908919531,0,0.77815125,0.477121255,0.301029996,1536
ChulaVista,SanDiego,94.58333333,94,8,2,,,,1.5,14,7.5,9,,,,0.176091259,1.146128036,0.875061263,0.954242509,1536
ChulaVista,SanDiego,94.66666667,94,9,4,0.533333333,,0.2,1.666666667,12.33333333,5,5.333333333,-0.273001272,,-0.698970004,0.22184875,1.091080469,0.698970004,0.726998728,1536
ChulaVista,SanDiego,94.75,94,10,2,1.65,,0.39,3,24,9,17,0.217483944,,-0.408935393,0.477121255,1.380211242,0.954242509,1.230448921,1536
ChulaVista,SanDiego,94.83333333,94,11,3,0.666666667,,0.273333333,2,13.33333333,1.333333333,15,-0.176091259,,-0.563307402,0.301029996,1.124938737,0.124938737,1.176091259,1536
ChulaVista,SanDiego,94.91666667,94,12,2,2.15,,0.395,2.5,16,7,13,0.33243846,,-0.403402904,0.397940009,1.204119983,0.84509804,1.113943352,1536
ChulaVista,SanDiego,95,95,1,4,0.666666667,,0.393333333,1,5.666666667,2,24.66666667,-0.176091259,,-0.405239247,0,0.753327667,0.301029996,1.392110465,1536
ChulaVista,SanDiego,95.08333333,95,2,2,0.6,,0.28,1.5,10.5,14.5,9,-0.22184875,,-0.552841969,0.176091259,1.021189299,1.161368002,0.954242509,1536
ChulaVista,SanDiego,95.16666667,95,3,3,0.25,,0.32,2,10.33333333,20.66666667,16,-0.602059991,,-0.494850022,0.301029996,1.014240439,1.315270435,1.204119983,1536
ChulaVista,SanDiego,95.25,95,4,3,0.85,,0.25,1,16,2.5,13,-0.070581074,,-0.602059991,0,1.204119983,0.397940009,1.113943352,1536
ChulaVista,SanDiego,95.33333333,95,5,2,0.4,,0.24,1,9,5,2,-0.397940009,,-0.619788758,0,0.954242509,0.698970004,0.301029996,1536
ChulaVista,SanDiego,95.41666667,95,6,3,0.35,,0.18,1,7,13,4,-0.455931956,,-0.744727495,0,0.84509804,1.113943352,0.602059991,1536
ChulaVista,SanDiego,95.5,95,7,3,0.333333333,,0.196666667,2.333333333,14.33333333,11.66666667,7.333333333,-0.477121255,,-0.706269243,0.367976785,1.156347201,1.06694679,0.865301426,1536
ChulaVista,SanDiego,95.58333333,95,8,3,0.466666667,,0.18,2,9.666666667,2.333333333,6,-0.330993219,,-0.744727495,0.301029996,0.985276743,0.367976785,0.77815125,1536
ChulaVista,SanDiego,95.66666667,95,9,2,0.3,,0.195,1,10,1.5,5,-0.522878745,,-0.709965389,0,1,0.176091259,0.698970004,1536
ChulaVista,SanDiego,95.75,95,10,4,0.4,,0.246666667,2,16,2.666666667,8,-0.397940009,,-0.607889535,0.301029996,1.204119983,0.425968732,0.903089987,1536
ChulaVista,SanDiego,95.83333333,95,11,3,1.7,,0.505,1.5,15.5,3.5,22,0.230448921,,-0.296708622,0.176091259,1.190331698,0.544068044,1.342422681,1536
ChulaVista,SanDiego,95.91666667,95,12,3,1.8,,0.745,3,17.66666667,6,38.33333333,0.255272505,,-0.127843727,0.477121255,1.247154615,0.77815125,1.583576586,1536
ChulaVista,SanDiego,96,96,1,2,0.8,,0.375,2.5,15.5,3,24,-0.096910013,,-0.425968732,0.397940009,1.190331698,0.477121255,1.380211242,1536
ChulaVista,SanDiego,96.08333333,96,2,3,0.55,,0.15,2.333333333,7.333333333,2.666666667,16.66666667,-0.259637311,,-0.823908741,0.367976785,0.865301426,0.425968732,1.22184875,1536
ChulaVista,SanDiego,96.16666667,96,3,4,1,,0.246666667,1,7,12,38.5,0,,-0.607889535,0,0.84509804,1.079181246,1.58546073,1536
ChulaVista,SanDiego,96.25,96,4,3,,,,2.333333333,13.33333333,21.33333333,18,,,,0.367976785,1.124938737,1.329058719,1.255272505,1536
ChulaVista,SanDiego,96.33333333,96,5,2,,,,1.5,12,6.5,21,,,,0.176091259,1.079181246,0.812913357,1.322219295,1536
ChulaVista,SanDiego,96.41666667,96,6,3,,,,1.333333333,6.333333333,2.666666667,3.333333333,,,,0.124938737,0.801632346,0.425968732,0.522878745,1536
Concord,Bay_Area,85,85,1,6,1.833333333,0.25,11.83333333,,,,,0.263241435,-0.602059991,1.073107098,,,,,1280
Concord,Bay_Area,85.08333333,85,2,4,1.75,0.25,9,,,,,0.243038049,-0.602059991,0.954242509,,,,,1280
Concord,Bay_Area,85.16666667,85,3,5,1.8,0.25,16.6,,,,,0.255272505,-0.602059991,1.220108088,,,,,1280
Concord,Bay_Area,85.25,85,4,5,,0.25,0.6,,,,,,-0.602059991,-0.22184875,,,,,1280
Concord,Bay_Area,85.33333333,85,5,6,1.166666667,0.25,0.583333333,,,,,0.06694679,-0.602059991,-0.234083206,,,,,1280
Concord,Bay_Area,85.41666667,85,6,5,1.2,0.25,1,,,,,0.079181246,-0.602059991,0,,,,,1280
Concord,Bay_Area,85.5,85,7,5,1.6,0.25,0.9,2.4,11,2.8,47.6,0.204119983,-0.602059991,-0.045757491,0.380211242,1.041392685,0.447158031,1.677606953,1280
Concord,Bay_Area,85.58333333,85,8,5,,,,3,10.2,3.2,55,,,,0.477121255,1.008600172,0.505149978,1.740362689,1280
Concord,Bay_Area,85.66666667,85,9,5,0.28,0,1.54,2.75,11.8,3,50.2,-0.552841969,,0.187520721,0.439332694,1.071882007,0.477121255,1.700703717,1280
Concord,Bay_Area,85.75,85,10,5,0.65,0,2,3.8,22,2.8,86.6,-0.187086643,,0.301029996,0.579783597,1.342422681,0.447158031,1.937517892,1280
Concord,Bay_Area,85.83333333,85,11,5,1.8,0,1.24,2.6,15,2.5,106.8,0.255272505,,0.093421685,0.414973348,1.176091259,0.397940009,2.028571253,1280
Concord,Bay_Area,85.91666667,85,12,5,1.98,0.01,2.26,1.75,6.5,2.25,75.5,0.29666519,-2,0.354108439,0.243038049,0.812913357,0.352182518,1.877946952,1280
Concord,Bay_Area,86,86,1,5,0.84,0.004,0.88,2.6,11,4.8,102,-0.075720714,-2.397940009,-0.055517328,0.414973348,1.041392685,0.681241237,2.008600172,1280
Concord,Bay_Area,86.08333333,86,2,6,0.52,0.008,1.42,2,9.8,2.2,66.2,-0.283996656,-2.096910013,0.152288344,0.301029996,0.991226076,0.342422681,1.820857989,1280
Concord,Bay_Area,86.16666667,86,3,5,1.26,0.004,1.34,2,8.2,2.6,47.8,0.100370545,-2.397940009,0.127104798,0.301029996,0.913813852,0.414973348,1.679427897,1280
Concord,Bay_Area,86.25,86,4,7,0.5,0,0.8,2.2,10,2.8,41.2,-0.301029996,,-0.096910013,0.342422681,1,0.447158031,1.614897216,1280
Concord,Bay_Area,86.33333333,86,5,6,0.24,0,1.2,2,7.6,2.2,35.6,-0.619788758,,0.079181246,0.301029996,0.880813592,0.342422681,1.551449998,1280
Concord,Bay_Area,86.41666667,86,6,5,0.275,0,2.15,2.2,8.4,2.6,40.8,-0.560667306,,0.33243846,0.342422681,0.924279286,0.414973348,1.610660163,1280
Concord,Bay_Area,86.5,86,7,7,0.271428571,0.002857143,1.114285714,2.4,9.4,3,37.6,-0.566344439,-2.544068044,0.046996563,0.380211242,0.973127854,0.477121255,1.575187845,1280
Concord,Bay_Area,86.58333333,86,8,5,0.44,0,0.86,3.25,11.5,4,42,-0.356547324,,-0.065501549,0.511883361,1.06069784,0.602059991,1.62324929,1280
Concord,Bay_Area,86.66666667,86,9,5,0.4,0.005,1.7,2.8,13.2,4,49.6,-0.397940009,-2.301029996,0.230448921,0.447158031,1.120573931,0.602059991,1.695481676,1280
Concord,Bay_Area,86.75,86,10,5,0.58,0,1,2.75,11.75,4.75,55.75,-0.236572006,,0,0.439332694,1.070037867,0.67669361,1.746244872,1280
Concord,Bay_Area,86.83333333,86,11,5,1.18,0.004,1.28,3.666666667,25.66666667,4.333333333,94.33333333,0.071882007,-2.397940009,0.10720997,0.56427143,1.40936947,0.636822098,1.974665181,1280
Concord,Bay_Area,86.91666667,86,12,6,1.6,0.004,1.18,2.2,10.6,3,68.4,0.204119983,-2.397940009,0.071882007,0.342422681,1.025305865,0.477121255,1.835056102,1280
Concord,Bay_Area,87,87,1,6,1.12,0.008,1.14,2.5,11.75,2.75,52,0.049218023,-2.096910013,0.056904851,0.397940009,1.070037867,0.439332694,1.716003344,1280
Concord,Bay_Area,87.08333333,87,2,5,0.9,0.004,1.18,1.4,8,1.8,45.4,-0.045757491,-2.397940009,0.071882007,0.146128036,0.903089987,0.255272505,1.657055853,1280
Concord,Bay_Area,87.16666667,87,3,6,0.56,0.004,0.86,1.5,12.8,2.8,45,-0.251811973,-2.397940009,-0.065501549,0.176091259,1.10720997,0.447158031,1.653212514,1280
Concord,Bay_Area,87.25,87,4,5,0.94,0,0.96,3.5,21.75,3.75,41,-0.026872146,,-0.017728767,0.544068044,1.337459261,0.574031268,1.612783857,1280
Concord,Bay_Area,87.33333333,87,5,5,0.86,0,0.88,3.5,13.75,3.75,27,-0.065501549,,-0.055517328,0.544068044,1.138302698,0.574031268,1.431363764,1280
Concord,Bay_Area,87.41666667,87,6,5,0.42,0.004,1.16,3,12.75,3.25,24.5,-0.37675071,-2.397940009,0.064457989,0.477121255,1.105510185,0.511883361,1.389166084,1280
Concord,Bay_Area,87.5,87,7,5,0.28,0,1,2.666666667,7.666666667,2.333333333,21.66666667,-0.552841969,,0,0.425968732,0.884606581,0.367976785,1.335792102,1280
Concord,Bay_Area,87.58333333,87,8,6,0.45,0.003333333,0.6,1.75,11.5,3,23.25,-0.346787486,-2.477121255,-0.22184875,0.243038049,1.06069784,0.477121255,1.366422957,1280
Concord,Bay_Area,87.66666667,87,9,5,0.52,0,1.3,,,,,-0.283996656,,0.113943352,,,,,1280
Concord,Bay_Area,87.75,87,10,5,0.94,0.004,1.05,,,,,-0.026872146,-2.397940009,0.021189299,,,,,1280
Concord,Bay_Area,87.83333333,87,11,5,1.82,0,1.86,1,8,2,62,0.260071388,,0.269512944,0,0.903089987,0.301029996,1.792391689,1280
Concord,Bay_Area,87.91666667,87,12,5,1.02,0,1.68,1.9,8.6,2.4,60.8,0.008600172,,0.225309282,0.278753601,0.934498451,0.380211242,1.783903579,1280
Concord,Bay_Area,88,88,1,5,1.55,0.005,1.2,2.25,7.5,3,36.25,0.190331698,-2.301029996,0.079181246,0.352182518,0.875061263,0.477121255,1.559308011,1280
Concord,Bay_Area,88.08333333,88,2,6,0.6,0,1.3,1.7,8.2,3,23.6,-0.22184875,,0.113943352,0.230448921,0.913813852,0.477121255,1.372912003,1280
Concord,Bay_Area,88.16666667,88,3,6,0.2,0,1,1.5,9.4,2.2,18,-0.698970004,,0,0.176091259,0.973127854,0.342422681,1.255272505,1280
Concord,Bay_Area,88.25,88,4,6,0.2,0,1.5,2.8,14.2,3.6,20.8,-0.698970004,,0.176091259,0.447158031,1.152288344,0.556302501,1.318063335,1280
Concord,Bay_Area,88.33333333,88,5,5,0.2,0,0.8,1,4,1.125,7.875,-0.698970004,,-0.096910013,0,0.602059991,0.051152522,0.896250562,1280
Concord,Bay_Area,88.41666667,88,6,6,0.2,0,1.2,1.1,4.4,1.5,6.6,-0.698970004,,0.079181246,0.041392685,0.643452676,0.176091259,0.819543936,1280
Concord,Bay_Area,88.5,88,7,5,0.2,0,0.5,2.125,9.5,3,11.5,-0.698970004,,-0.301029996,0.327358934,0.977723605,0.477121255,1.06069784,1280
Concord,Bay_Area,88.58333333,88,8,6,0.2,0,0.5,2.666666667,14.33333333,4.333333333,16.5,-0.698970004,,-0.301029996,0.425968732,1.156347201,0.636822098,1.217483944,1280
Concord,Bay_Area,88.66666667,88,9,6,1.9,0,0.7,4.8,47,4.8,36.8,0.278753601,,-0.15490196,0.681241237,1.672097858,0.681241237,1.565847819,1280
Concord,Bay_Area,88.75,88,10,6,1.1,0,0.8,2.8,15.4,3,26,0.041392685,,-0.096910013,0.447158031,1.187520721,0.477121255,1.414973348,1280
Concord,Bay_Area,88.83333333,88,11,6,1.2,0,0.6,1.4,7.8,1.6,18,0.079181246,,-0.22184875,0.146128036,0.892094603,0.204119983,1.255272505,1280
Concord,Bay_Area,88.91666667,88,12,6,2.1,0,1.4,3,15.2,6.8,51,0.322219295,,0.146128036,0.477121255,1.181843588,0.832508913,1.707570176,1280
Concord,Bay_Area,89,89,1,6,1.1,0,1,1.3,6.4,3.4,24.2,0.041392685,,0,0.113943352,0.806179974,0.531478917,1.383815366,1280
Concord,Bay_Area,89.08333333,89,2,7,0.6,0,0.4,2.333333333,13.83333333,6,33.66666667,-0.22184875,,-0.397940009,0.367976785,1.140926842,0.77815125,1.527200119,1280
Concord,Bay_Area,89.16666667,89,3,6,0.2,0,0.3,1.5,7.4,1.2,15.2,-0.698970004,,-0.522878745,0.176091259,0.86923172,0.079181246,1.181843588,1280
Concord,Bay_Area,89.25,89,4,6,0.2,0,0.4,1.4,6.2,1.2,8.2,-0.698970004,,-0.397940009,0.146128036,0.792391689,0.079181246,0.913813852,1280
Concord,Bay_Area,89.33333333,89,5,6,0.2,0,0.5,1.6,7.2,1.6,8.2,-0.698970004,,-0.301029996,0.204119983,0.857332496,0.204119983,0.913813852,1280
Concord,Bay_Area,89.41666667,89,6,6,0.2,0,0.6,2.4,12.2,1.8,9,-0.698970004,,-0.22184875,0.380211242,1.086359831,0.255272505,0.954242509,1280
Concord,Bay_Area,89.5,89,7,6,0.2,0,0.4,3.6,15.6,3,13.4,-0.698970004,,-0.397940009,0.556302501,1.193124598,0.477121255,1.127104798,1280
Concord,Bay_Area,89.58333333,89,8,7,0.2,0,0.6,3.583333333,17.33333333,3.666666667,16.66666667,-0.698970004,,-0.22184875,0.55428721,1.238882089,0.56427143,1.22184875,1280
Concord,Bay_Area,89.66666667,89,9,5,0.4,0,0.5,2,16.8,3.2,16.8,-0.397940009,,-0.301029996,0.301029996,1.225309282,0.505149978,1.225309282,1280
Concord,Bay_Area,89.75,89,10,3,0.8,0,0.4,1.666666667,18,3,30.33333333,-0.096910013,,-0.397940009,0.22184875,1.255272505,0.477121255,1.481920138,1280
Concord,Bay_Area,89.83333333,89,11,4,1.3,0,0.5,2.666666667,12.66666667,3,32,0.113943352,,-0.301029996,0.425968732,1.102662342,0.477121255,1.505149978,1280
Concord,Bay_Area,89.91666667,89,12,4,2,0,0.9,1.666666667,12,5.333333333,42.33333333,0.301029996,,-0.045757491,0.22184875,1.079181246,0.726998728,1.626682466,1280
Concord,Bay_Area,91.41666667,91,6,2,0.2,0,0.5,1,6,1,6,-0.698970004,,-0.301029996,0,0.77815125,0,0.77815125,1280
Concord,Bay_Area,91.5,91,7,3,0.3,0,0.166666667,3,12.66666667,2.666666667,29.66666667,-0.522878745,,-0.77815125,0.477121255,1.102662342,0.425968732,1.472268752,1280
